"id_client"	"p_resiliation"
"ID_159249872695"	1
"ID_213448452211"	1
"ID_231332986910"	1
"ID_300747653516"	1
"ID_562374478794"	1
"ID_731294665035"	1
"ID_850674675801"	1
"ID_185572209482"	1
"ID_722151371987"	1
"ID_737593973306"	1
"ID_176468763164"	1
"ID_694169609060"	1
"ID_168061658539"	1
"ID_717395226572"	1
"ID_939480606764"	1
"ID_888883955259"	1
"ID_149880184024"	1
"ID_842197091525"	1
"ID_647640750067"	1
"ID_413122123253"	1
"ID_725067077775"	1
"ID_712717417168"	1
"ID_501756072651"	1
"ID_423530895088"	1
"ID_582893055902"	1
"ID_509809224172"	1
"ID_361687402549"	1
"ID_540876880726"	1
"ID_237983963796"	1
"ID_425782387017"	1
"ID_141126057292"	1
"ID_676694899973"	1
"ID_419644501628"	1
"ID_195896888616"	1
"ID_926331919444"	1
"ID_380985230478"	1
"ID_699639426172"	1
"ID_919489230411"	1
"ID_928194154533"	1
"ID_528751922179"	1
"ID_420860690214"	1
"ID_147464967960"	1
"ID_385836225090"	1
"ID_588273893664"	1
"ID_645255309877"	1
"ID_731771303216"	1
"ID_413923533360"	1
"ID_572894634806"	1
"ID_109204322523"	1
"ID_969374365206"	1
"ID_324283414019"	1
"ID_660547642531"	1
"ID_580700498810"	1
"ID_220989427958"	1
"ID_684935853064"	1
"ID_672647327544"	1
"ID_482114082520"	1
"ID_568596418746"	1
"ID_886482086119"	1
"ID_293694946260"	1
"ID_749274124368"	1
"ID_107259718891"	1
"ID_252072021902"	1
"ID_853522632343"	1
"ID_347735061705"	1
"ID_984511620917"	1
"ID_249949029996"	1
"ID_475120535574"	1
"ID_564025684383"	1
"ID_479906540681"	1
"ID_236505320639"	1
"ID_434000141934"	1
"ID_766755195738"	1
"ID_650700880657"	1
"ID_105635462797"	1
"ID_210385001968"	1
"ID_106036310972"	1
"ID_487003003986"	1
"ID_935049835097"	1
"ID_223381611390"	1
"ID_778046432779"	1
"ID_684593228942"	1
"ID_894227913904"	1
"ID_425634888572"	1
"ID_405500176226"	1
"ID_447536480542"	1
"ID_937413675123"	1
"ID_782535365635"	1
"ID_912366157497"	1
"ID_531009451594"	1
"ID_713348202320"	1
"ID_747559761138"	1
"ID_830185122290"	1
"ID_295098444817"	1
"ID_321631904981"	1
"ID_171263318402"	1
"ID_379023301033"	1
"ID_782483367660"	1
"ID_175798219710"	1
"ID_224547736964"	1
"ID_969285998153"	1
"ID_427548839584"	1
"ID_628380782357"	1
"ID_411274881713"	1
"ID_714644303971"	1
"ID_927444444423"	1
"ID_945714607018"	1
"ID_849488783604"	1
"ID_641143658218"	1
"ID_853293710413"	1
"ID_104736859493"	1
"ID_240390529316"	1
"ID_252713997314"	1
"ID_614502928972"	1
"ID_556620169830"	1
"ID_682986291537"	1
"ID_527135009052"	1
"ID_880160121564"	1
"ID_474790756300"	1
"ID_564258981666"	1
"ID_585224329301"	1
"ID_260329764784"	1
"ID_441708026101"	1
"ID_789293138026"	1
"ID_210802060324"	1
"ID_412573536491"	1
"ID_408373221480"	1
"ID_933345950504"	1
"ID_320363482051"	1
"ID_646133380032"	1
"ID_101517020958"	1
"ID_975474166579"	1
"ID_506943382745"	1
"ID_234929278090"	1
"ID_345091614381"	1
"ID_263555145852"	1
"ID_838805512404"	1
"ID_831979116533"	1
"ID_714474898583"	1
"ID_270005022441"	1
"ID_703154274171"	1
"ID_195247202690"	1
"ID_557160382232"	1
"ID_935699081810"	1
"ID_554118029659"	1
"ID_757886132997"	1
"ID_500740763499"	1
"ID_512918566173"	1
"ID_824780386884"	1
"ID_784466857037"	1
"ID_925732679165"	1
"ID_626474143717"	1
"ID_329844941306"	1
"ID_651508389856"	1
"ID_400430316711"	1
"ID_502592088702"	1
"ID_356137683269"	1
"ID_536462531721"	1
"ID_235292784048"	1
"ID_343719604539"	1
"ID_276963138663"	1
"ID_853433399440"	1
"ID_710206229990"	1
"ID_684266368665"	1
"ID_319554205108"	1
"ID_808828601711"	1
"ID_200687358342"	1
"ID_472716244903"	1
"ID_242081867877"	1
"ID_729268767419"	1
"ID_339064839920"	1
"ID_903052993446"	1
"ID_305042694511"	1
"ID_932597897496"	1
"ID_615008489329"	1
"ID_901958451421"	1
"ID_744006979579"	1
"ID_124627754011"	1
"ID_528166046007"	1
"ID_971416234957"	1
"ID_268015145635"	1
"ID_123656827874"	1
"ID_197283197147"	1
"ID_225349978556"	1
"ID_251614730410"	1
"ID_977890437924"	1
"ID_377567188431"	1
"ID_302331079683"	1
"ID_181443775576"	1
"ID_214259825048"	0.99375
"ID_241389044906"	0.99375
"ID_890362461792"	0.99375
"ID_467478186995"	0.99375
"ID_819248675704"	0.99375
"ID_205981841546"	0.99375
"ID_544867313302"	0.99375
"ID_684791163395"	0.99375
"ID_228164879805"	0.99375
"ID_688586022280"	0.99375
"ID_463135823870"	0.99375
"ID_254265373179"	0.99375
"ID_205239681436"	0.99375
"ID_627031900281"	0.99375
"ID_395435276579"	0.99375
"ID_370195451691"	0.99375
"ID_924928625405"	0.99375
"ID_283010004965"	0.99375
"ID_209387596142"	0.99375
"ID_287382617540"	0.99375
"ID_445050584918"	0.99375
"ID_654158876303"	0.99375
"ID_295795309123"	0.99375
"ID_491960465113"	0.99375
"ID_418123911656"	0.99375
"ID_547171428496"	0.99375
"ID_260516909212"	0.99375
"ID_961738502123"	0.99375
"ID_231173649445"	0.99375
"ID_775352264883"	0.99375
"ID_495412736337"	0.99375
"ID_439770460753"	0.99375
"ID_213053828018"	0.99375
"ID_596530571206"	0.99375
"ID_883886483956"	0.99375
"ID_128763997335"	0.99375
"ID_197489738975"	0.99375
"ID_849158636364"	0.99375
"ID_933518548977"	0.99375
"ID_463355888223"	0.99375
"ID_182557141680"	0.99375
"ID_984025903458"	0.99375
"ID_671815085025"	0.99375
"ID_902173326119"	0.99375
"ID_852207352897"	0.99375
"ID_680500298264"	0.99375
"ID_392071228657"	0.99375
"ID_636287017137"	0.99375
"ID_272850852913"	0.99375
"ID_444910977615"	0.99375
"ID_665236872279"	0.99375
"ID_998392524895"	0.99375
"ID_982422093759"	0.99375
"ID_329894515234"	0.99375
"ID_329436020520"	0.99375
"ID_759795079594"	0.99375
"ID_981953256615"	0.99375
"ID_401383248578"	0.99375
"ID_960891486081"	0.99375
"ID_452537018365"	0.99375
"ID_875632995309"	0.99375
"ID_864400068235"	0.99375
"ID_416375862815"	0.99375
"ID_542347302913"	0.99375
"ID_888093305001"	0.99375
"ID_680397933433"	0.99375
"ID_768265879978"	0.99375
"ID_612159700884"	0.99375
"ID_773354416887"	0.99375
"ID_108032307405"	0.99375
"ID_140593259940"	0.99375
"ID_878049606121"	0.99375
"ID_363934024174"	0.99375
"ID_752791144118"	0.99375
"ID_274811265652"	0.99375
"ID_507286663171"	0.99375
"ID_192428110909"	0.99375
"ID_569807793605"	0.99375
"ID_422827082185"	0.99375
"ID_422602912794"	0.99375
"ID_506195666690"	0.99375
"ID_321042847038"	0.99375
"ID_255803199278"	0.99375
"ID_775970550522"	0.99375
"ID_882487054394"	0.99375
"ID_230550596179"	0.99375
"ID_951044480713"	0.99375
"ID_580071421471"	0.99375
"ID_559888436068"	0.99375
"ID_824844921252"	0.99375
"ID_399860259704"	0.99375
"ID_434873046323"	0.99375
"ID_218627747110"	0.99375
"ID_362359426665"	0.99375
"ID_569303289367"	0.99375
"ID_207076163966"	0.99375
"ID_618054644772"	0.99375
"ID_951834004862"	0.99375
"ID_206988067230"	0.99375
"ID_285832957451"	0.99375
"ID_404521172449"	0.99375
"ID_159055472472"	0.99375
"ID_658713397132"	0.99375
"ID_543573239652"	0.99375
"ID_153445638601"	0.99375
"ID_651422448527"	0.99375
"ID_293715604299"	0.99375
"ID_315558063619"	0.99375
"ID_235602475254"	0.99375
"ID_245647008971"	0.99375
"ID_634261218847"	0.99375
"ID_130443622605"	0.99375
"ID_247347734425"	0.99375
"ID_568034983784"	0.99375
"ID_950987619977"	0.99375
"ID_629369309232"	0.99375
"ID_247517199324"	0.99375
"ID_545860011431"	0.99375
"ID_624880106060"	0.99375
"ID_660421488602"	0.99375
"ID_468599569969"	0.99375
"ID_216796764786"	0.99375
"ID_135369875811"	0.99375
"ID_514655361471"	0.99375
"ID_699795337533"	0.99375
"ID_246662414096"	0.99375
"ID_764597321704"	0.99375
"ID_199152501113"	0.99375
"ID_350114548230"	0.99375
"ID_375707411336"	0.99375
"ID_443391923208"	0.99375
"ID_476880770864"	0.99375
"ID_866034611019"	0.99375
"ID_876395898534"	0.99375
"ID_862590238900"	0.99375
"ID_514322593629"	0.99375
"ID_735818443138"	0.99375
"ID_972380180225"	0.99375
"ID_869530631169"	0.99375
"ID_145201182712"	0.99375
"ID_848528508352"	0.99375
"ID_551433625841"	0.99375
"ID_135483899031"	0.99375
"ID_364258984693"	0.99375
"ID_656513233882"	0.99375
"ID_460929730842"	0.9875
"ID_640175679997"	0.9875
"ID_746789683423"	0.9875
"ID_922932185150"	0.9875
"ID_446525348931"	0.9875
"ID_732764889408"	0.9875
"ID_298305864724"	0.9875
"ID_394838692944"	0.9875
"ID_665326612287"	0.9875
"ID_249514411553"	0.9875
"ID_624554847984"	0.9875
"ID_824835474428"	0.9875
"ID_758055765535"	0.9875
"ID_306923772957"	0.9875
"ID_127662037745"	0.9875
"ID_266547427451"	0.9875
"ID_725162685115"	0.9875
"ID_948119492386"	0.9875
"ID_836669373902"	0.9875
"ID_978191679753"	0.9875
"ID_680180265466"	0.9875
"ID_290839012242"	0.9875
"ID_452106458439"	0.9875
"ID_805467695745"	0.9875
"ID_477512898379"	0.9875
"ID_269120245925"	0.9875
"ID_828960669566"	0.9875
"ID_412000542885"	0.9875
"ID_482855846585"	0.9875
"ID_304110573234"	0.9875
"ID_155395679155"	0.9875
"ID_364278180089"	0.9875
"ID_104701471517"	0.9875
"ID_280408043452"	0.9875
"ID_542989527687"	0.9875
"ID_639374787891"	0.9875
"ID_936568888666"	0.9875
"ID_150879490446"	0.9875
"ID_196688709826"	0.9875
"ID_485744459548"	0.9875
"ID_970706164963"	0.9875
"ID_592961030869"	0.9875
"ID_660328434389"	0.9875
"ID_254040855520"	0.9875
"ID_463343879051"	0.9875
"ID_583913486816"	0.9875
"ID_759343696087"	0.9875
"ID_209805162861"	0.9875
"ID_873574029828"	0.9875
"ID_104637845747"	0.9875
"ID_997111727343"	0.9875
"ID_903566056445"	0.9875
"ID_997518752142"	0.9875
"ID_210843169368"	0.9875
"ID_475161195349"	0.9875
"ID_625255448104"	0.9875
"ID_206928797116"	0.9875
"ID_782479411821"	0.9875
"ID_997818235866"	0.9875
"ID_334063716202"	0.9875
"ID_556574845108"	0.9875
"ID_823367441084"	0.9875
"ID_382621330620"	0.9875
"ID_586985575029"	0.9875
"ID_904410312746"	0.9875
"ID_297345658204"	0.9875
"ID_930161971427"	0.9875
"ID_939462042106"	0.9875
"ID_415445407441"	0.9875
"ID_335661103267"	0.9875
"ID_957213890439"	0.9875
"ID_966972955813"	0.9875
"ID_644178160720"	0.9875
"ID_871976386696"	0.9875
"ID_888903527841"	0.9875
"ID_511931208573"	0.9875
"ID_679834346836"	0.9875
"ID_355750804374"	0.9875
"ID_619521626606"	0.9875
"ID_346855282898"	0.9875
"ID_623295146424"	0.9875
"ID_835916011378"	0.9875
"ID_830429016813"	0.9875
"ID_639921489144"	0.9875
"ID_569545549419"	0.9875
"ID_480946803177"	0.9875
"ID_502024299839"	0.9875
"ID_759716110751"	0.9875
"ID_847783886058"	0.9875
"ID_393008109598"	0.9875
"ID_782173655919"	0.9875
"ID_903362773081"	0.9875
"ID_660785837779"	0.9875
"ID_225283377210"	0.9875
"ID_337959106796"	0.9875
"ID_621638794347"	0.9875
"ID_964974467859"	0.9875
"ID_946380669506"	0.9875
"ID_216877549988"	0.9875
"ID_871576734619"	0.9875
"ID_926279167517"	0.9875
"ID_535355722362"	0.9875
"ID_157505371495"	0.9875
"ID_183719085103"	0.98125
"ID_741641530647"	0.98125
"ID_177270836698"	0.98125
"ID_789824100160"	0.98125
"ID_425417260418"	0.98125
"ID_677615930316"	0.98125
"ID_438909157756"	0.98125
"ID_562831694429"	0.98125
"ID_118794285515"	0.98125
"ID_980429510856"	0.98125
"ID_911075234605"	0.98125
"ID_844724595335"	0.98125
"ID_379433130417"	0.98125
"ID_803533745093"	0.98125
"ID_509765307610"	0.98125
"ID_535073157090"	0.98125
"ID_694005406319"	0.98125
"ID_460355781699"	0.98125
"ID_704404029764"	0.98125
"ID_724138306325"	0.98125
"ID_700000287639"	0.98125
"ID_614483610361"	0.98125
"ID_682083592416"	0.98125
"ID_921849773415"	0.98125
"ID_437053691054"	0.98125
"ID_289958065418"	0.98125
"ID_143532401530"	0.98125
"ID_809504211605"	0.98125
"ID_243123746404"	0.98125
"ID_393032741078"	0.98125
"ID_568464325400"	0.98125
"ID_524858900730"	0.98125
"ID_114742139501"	0.98125
"ID_162047203380"	0.98125
"ID_584332167071"	0.975
"ID_106284921154"	0.975
"ID_647121907746"	0.975
"ID_766265590334"	0.975
"ID_927558263963"	0.975
"ID_775444978371"	0.975
"ID_459457167499"	0.975
"ID_873588373360"	0.975
"ID_234269873767"	0.975
"ID_882044585879"	0.975
"ID_857851269682"	0.975
"ID_458315336033"	0.975
"ID_478030091141"	0.975
"ID_891065341370"	0.975
"ID_372903989941"	0.975
"ID_414162948595"	0.975
"ID_608055889657"	0.975
"ID_939546581562"	0.975
"ID_128665349460"	0.975
"ID_592919511531"	0.975
"ID_385504243889"	0.975
"ID_738032562676"	0.975
"ID_237912286789"	0.975
"ID_963400723628"	0.975
"ID_445804368214"	0.975
"ID_143696647856"	0.975
"ID_942958046330"	0.975
"ID_382949623364"	0.975
"ID_531398187499"	0.975
"ID_674300952989"	0.975
"ID_333769660598"	0.975
"ID_424466764333"	0.975
"ID_106459356102"	0.975
"ID_345512078724"	0.975
"ID_956020714369"	0.975
"ID_333258997758"	0.975
"ID_521950984663"	0.975
"ID_467121919648"	0.975
"ID_713027502742"	0.975
"ID_147426549926"	0.975
"ID_178944266485"	0.975
"ID_812573495653"	0.975
"ID_384396689797"	0.975
"ID_337436037062"	0.975
"ID_636061222076"	0.975
"ID_604434684526"	0.975
"ID_638124541537"	0.975
"ID_892551178295"	0.975
"ID_800309545035"	0.975
"ID_120170288496"	0.975
"ID_445853874667"	0.975
"ID_462823097158"	0.975
"ID_822559931047"	0.96875
"ID_861703355593"	0.96875
"ID_296355094526"	0.96875
"ID_582017020873"	0.96875
"ID_914696724301"	0.96875
"ID_284384906983"	0.96875
"ID_990506362259"	0.96875
"ID_141713451846"	0.96875
"ID_735550793044"	0.96875
"ID_662682961283"	0.96875
"ID_723321590444"	0.96875
"ID_587709421100"	0.96875
"ID_334428095973"	0.96875
"ID_684678772131"	0.96875
"ID_803704520922"	0.96875
"ID_134672583190"	0.96875
"ID_513154850348"	0.96875
"ID_266291343126"	0.96875
"ID_503051575414"	0.96875
"ID_661615602189"	0.96875
"ID_689209709218"	0.96875
"ID_140361266462"	0.96875
"ID_822203278971"	0.96875
"ID_560337312129"	0.96875
"ID_192124069106"	0.96875
"ID_199779052148"	0.96875
"ID_314806246718"	0.96875
"ID_472417974040"	0.96875
"ID_478005120195"	0.96875
"ID_265265145463"	0.96875
"ID_523988644185"	0.96875
"ID_231134600253"	0.9625
"ID_764015974274"	0.9625
"ID_873769278719"	0.9625
"ID_145515844387"	0.9625
"ID_621293849694"	0.9625
"ID_559935620734"	0.9625
"ID_220475388468"	0.9625
"ID_861890942167"	0.9625
"ID_239865297889"	0.9625
"ID_313938937669"	0.9625
"ID_524771921302"	0.9625
"ID_371025936525"	0.9625
"ID_682881767109"	0.9625
"ID_328520766147"	0.9625
"ID_446416380418"	0.9625
"ID_214820832952"	0.9625
"ID_478450126331"	0.9625
"ID_149797663768"	0.9625
"ID_675121746247"	0.9625
"ID_502912702785"	0.9625
"ID_361469630646"	0.9625
"ID_163990265580"	0.9625
"ID_229403783767"	0.9625
"ID_856603728168"	0.9625
"ID_610543035022"	0.9625
"ID_167403795229"	0.9625
"ID_809040868380"	0.9625
"ID_832724851944"	0.9625
"ID_335731901431"	0.9625
"ID_758657219894"	0.9625
"ID_614428408823"	0.9625
"ID_467637723530"	0.9625
"ID_187627454236"	0.9625
"ID_214322387154"	0.95625
"ID_505812741539"	0.95625
"ID_272003567811"	0.95625
"ID_747063069254"	0.95625
"ID_528690976942"	0.95625
"ID_620887539871"	0.95625
"ID_785563466877"	0.95625
"ID_142289081562"	0.95625
"ID_267233008457"	0.95625
"ID_599340176349"	0.95625
"ID_980705886511"	0.95625
"ID_930971829654"	0.95625
"ID_963754686370"	0.95625
"ID_847502384450"	0.95625
"ID_529416793599"	0.95625
"ID_597561105666"	0.95625
"ID_668759621060"	0.95625
"ID_208291301880"	0.95625
"ID_612610820780"	0.95625
"ID_820413773656"	0.95625
"ID_673512252361"	0.95625
"ID_103804626737"	0.95625
"ID_340795737291"	0.95625
"ID_579724952569"	0.95625
"ID_261643450829"	0.95625
"ID_360682824748"	0.95625
"ID_627370289446"	0.95625
"ID_983663429731"	0.95625
"ID_583512442086"	0.95625
"ID_449308508332"	0.95625
"ID_856708690131"	0.95
"ID_679793663593"	0.95
"ID_989484601556"	0.95
"ID_185378072451"	0.95
"ID_275149415096"	0.95
"ID_834340272674"	0.95
"ID_451010083291"	0.95
"ID_900623390684"	0.95
"ID_586896101146"	0.95
"ID_402977201996"	0.95
"ID_844084095975"	0.95
"ID_971003823947"	0.95
"ID_238343700831"	0.95
"ID_798392538819"	0.95
"ID_548291462403"	0.95
"ID_547540739760"	0.95
"ID_276275606768"	0.95
"ID_175671994116"	0.95
"ID_627099426988"	0.95
"ID_687449274020"	0.95
"ID_431399123385"	0.95
"ID_914317204298"	0.95
"ID_826182631928"	0.95
"ID_122314181096"	0.95
"ID_547866486920"	0.95
"ID_648123804176"	0.95
"ID_141379892752"	0.95
"ID_278984921602"	0.95
"ID_692396459772"	0.95
"ID_578273000744"	0.95
"ID_143555562824"	0.95
"ID_804164093549"	0.95
"ID_565843785399"	0.95
"ID_797461168560"	0.95
"ID_846945971505"	0.95
"ID_670262369732"	0.95
"ID_810080914623"	0.95
"ID_102269991209"	0.95
"ID_545210716103"	0.95
"ID_141146293721"	0.95
"ID_293945734479"	0.95
"ID_162175545824"	0.95
"ID_356210467944"	0.95
"ID_248429861175"	0.95
"ID_907585760722"	0.95
"ID_604508328347"	0.95
"ID_173194782563"	0.95
"ID_410321043343"	0.95
"ID_950781537057"	0.95
"ID_635697286546"	0.95
"ID_646807438017"	0.95
"ID_605250060142"	0.95
"ID_635738123597"	0.95
"ID_918514444827"	0.95
"ID_359721475774"	0.95
"ID_491425675802"	0.95
"ID_363582587737"	0.95
"ID_777878270009"	0.95
"ID_130411299053"	0.94375
"ID_576009871800"	0.94375
"ID_771634634338"	0.94375
"ID_256796416667"	0.94375
"ID_783851339102"	0.94375
"ID_263393588021"	0.94375
"ID_344499284562"	0.94375
"ID_796119145395"	0.94375
"ID_305340050908"	0.94375
"ID_743278129093"	0.94375
"ID_283632138317"	0.94375
"ID_270433934904"	0.94375
"ID_448903503990"	0.94375
"ID_678348814174"	0.94375
"ID_908079134630"	0.94375
"ID_154025969726"	0.94375
"ID_760136012668"	0.94375
"ID_163346560143"	0.94375
"ID_870548832077"	0.94375
"ID_477181268380"	0.94375
"ID_552748354176"	0.94375
"ID_365194710607"	0.94375
"ID_604381510571"	0.94375
"ID_195481069105"	0.9375
"ID_646020287204"	0.9375
"ID_675369244570"	0.9375
"ID_717923101232"	0.9375
"ID_533760041014"	0.9375
"ID_734889535063"	0.9375
"ID_281382358391"	0.9375
"ID_255309260849"	0.9375
"ID_580579157351"	0.9375
"ID_729469876098"	0.9375
"ID_728877643509"	0.9375
"ID_904195176952"	0.9375
"ID_423422893846"	0.9375
"ID_575145626755"	0.9375
"ID_541215106445"	0.9375
"ID_259288833411"	0.9375
"ID_997714008995"	0.9375
"ID_666952970143"	0.9375
"ID_877128587094"	0.9375
"ID_473785445501"	0.9375
"ID_249759013089"	0.9375
"ID_220914249411"	0.9375
"ID_388042438397"	0.9375
"ID_527813123040"	0.9375
"ID_202276821994"	0.9375
"ID_999515253166"	0.9375
"ID_828218995188"	0.9375
"ID_480584831527"	0.9375
"ID_788430252107"	0.9375
"ID_340890284740"	0.9375
"ID_696028727757"	0.9375
"ID_443378189878"	0.9375
"ID_899136474169"	0.9375
"ID_318977310145"	0.9375
"ID_913972732804"	0.9375
"ID_153090505746"	0.9375
"ID_234551534632"	0.9375
"ID_464218257817"	0.9375
"ID_507138518899"	0.9375
"ID_464023399942"	0.9375
"ID_248139819665"	0.93125
"ID_589521011892"	0.93125
"ID_341077817251"	0.93125
"ID_747845277678"	0.93125
"ID_671494765986"	0.93125
"ID_873891753412"	0.93125
"ID_867490653213"	0.93125
"ID_405996271738"	0.93125
"ID_123769471014"	0.93125
"ID_350382106123"	0.93125
"ID_312330392195"	0.93125
"ID_208197717512"	0.93125
"ID_708002631417"	0.93125
"ID_723244375933"	0.93125
"ID_197014705090"	0.93125
"ID_982494089698"	0.93125
"ID_920599691766"	0.93125
"ID_203180448992"	0.93125
"ID_942987592538"	0.93125
"ID_629984432380"	0.93125
"ID_268638221951"	0.93125
"ID_761495131143"	0.93125
"ID_372817465650"	0.93125
"ID_250824774593"	0.93125
"ID_289390778211"	0.93125
"ID_884319506904"	0.93125
"ID_336173198156"	0.93125
"ID_845612387660"	0.93125
"ID_713822429866"	0.93125
"ID_800298810750"	0.93125
"ID_664961338586"	0.93125
"ID_329286278658"	0.93125
"ID_932560397281"	0.93125
"ID_320997842504"	0.93125
"ID_696046013756"	0.93125
"ID_756845104814"	0.93125
"ID_323347193572"	0.93125
"ID_504736599049"	0.93125
"ID_739417036827"	0.93125
"ID_471858896069"	0.93125
"ID_950787657523"	0.93125
"ID_331427050257"	0.93125
"ID_332574757856"	0.93125
"ID_384098819589"	0.93125
"ID_225666186272"	0.93125
"ID_665319708113"	0.93125
"ID_662860565429"	0.93125
"ID_562804852222"	0.93125
"ID_820594988307"	0.93125
"ID_137803002744"	0.93125
"ID_401759388578"	0.93125
"ID_726627651102"	0.93125
"ID_638653152128"	0.93125
"ID_147064145769"	0.93125
"ID_478709368118"	0.93125
"ID_232998331512"	0.93125
"ID_812669654941"	0.93125
"ID_374595632346"	0.93125
"ID_853717440345"	0.93125
"ID_215679706454"	0.93125
"ID_487502726767"	0.93125
"ID_613567035000"	0.93125
"ID_816100270681"	0.93125
"ID_630844741282"	0.93125
"ID_830006915065"	0.93125
"ID_630978136757"	0.93125
"ID_431561524855"	0.93125
"ID_471044130237"	0.93125
"ID_642987076772"	0.93125
"ID_275696923107"	0.93125
"ID_452733694274"	0.93125
"ID_130275414572"	0.93125
"ID_453989014194"	0.93125
"ID_793117282443"	0.93125
"ID_101866164106"	0.93125
"ID_759956019679"	0.93125
"ID_690951090255"	0.93125
"ID_299673492508"	0.93125
"ID_486430977232"	0.93125
"ID_187128000095"	0.925
"ID_632900844763"	0.925
